----------Test start!----------		0:0:0.00
Double Click		0:0:3.63
Double Click		0:0:9.11
Double Click		0:0:27.04
Double Click		0:0:49.73
Double Click		0:0:58.46
Right Click		0:1:14.68
Left Click		0:1:17.84
Left Click		0:1:21.73
Back		0:1:40.29
Back		0:2:14.39
Right Click		0:2:17.78
Left Click		0:2:33.28
Right Click		0:2:36.56
Left Click		0:2:40.01
---------- Test end! ----------		0:2:40.29
