----------Test start!----------		0:0:0.00
Right Click		0:0:3.25
Double Click		0:0:41.52
Double Click		0:1:2.63
Double Click		0:1:12.75
Double Click		0:1:18.98
Double Click		0:1:25.20
Right Click		0:1:30.43
Left Click		0:1:34.28
Left Click		0:1:38.50
Back		0:1:41.62
Back		0:1:45.70
Right Click		0:1:52.97
Left Click		0:2:5.15
Right Click		0:2:14.12
Left Click		0:2:17.88
---------- Test end! ----------		0:2:18.19
