----------Test start!----------		0:0:0.00
Double Click		0:0:15.22
Double Click		0:0:30.46
Double Click		0:0:52.79
Double Click		0:0:56.80
Double Click		0:1:30.44
Right Click		0:1:47.97
Right Click		0:1:55.53
Left Click		0:2:1.20
Back		0:2:5.25
Back		0:2:9.57
Right Click		0:2:16.07
Left Click		0:2:33.62
Right Click		0:2:43.12
Left Click		0:3:3.52
---------- Test end! ----------		0:3:4.06
