----------Test start!----------		0:0:0.00
Double Click		0:0:6.66
Double Click		0:0:15.99
Double Click		0:0:19.57
Double Click		0:0:25.26
Double Click		0:0:29.32
Right Click		0:0:37.86
Left Click		0:0:40.84
Left Click		0:0:49.43
Left Click		0:0:52.08
Back		0:0:56.85
Back		0:0:59.32
Back		0:1:1.86
Right Click		0:1:4.53
Left Click		0:1:12.33
Left Click		0:1:15.79
Right Click		0:1:23.11
Left Click		0:1:32.75
Right Click		0:1:42.79
Left Click		0:1:46.21
---------- Test end! ----------		0:1:47.00
