----------Test start!----------		0:0:0.00
Double Click		0:0:6.94
Double Click		0:0:10.31
Double Click		0:0:15.10
Double Click		0:0:18.52
Double Click		0:0:22.79
Right Click		0:0:28.19
Left Click		0:0:32.05
Left Click		0:0:36.43
Left Click		0:0:39.09
Back		0:0:44.02
Back		0:0:46.51
Right Click		0:0:56.50
Left Click		0:1:5.24
Right Click		0:1:8.98
Left Click		0:1:20.59
---------- Test end! ----------		0:1:21.13
