----------Test start!----------		0:0:0.00
Double Click		0:0:8.96
Double Click		0:0:12.57
Double Click		0:0:17.32
Double Click		0:0:25.54
Double Click		0:0:30.06
Right Click		0:0:41.19
Left Click		0:0:44.69
Double Click		0:0:48.74
Left Click		0:0:56.24
Back		0:1:0.80
Back		0:1:14.69
Right Click		0:1:18.19
Left Click		0:1:22.87
Right Click		0:1:27.14
Left Click		0:1:30.96
---------- Test end! ----------		0:1:31.30
