----------Test start!----------		0:0:0.00
Double Click		0:0:6.82
Double Click		0:0:13.73
Double Click		0:0:24.22
Double Click		0:0:28.70
Double Click		0:1:13.00
Right Click		0:1:18.38
Left Click		0:1:22.16
Left Click		0:1:32.35
Back		0:1:41.62
Back		0:1:47.68
Right Click		0:1:57.28
Left Click		0:2:8.35
Right Click		0:2:18.12
Left Click		0:2:23.57
---------- Test end! ----------		0:2:24.13
